URL,Title,Rating,Price_max,Price_min,Image
https://www.walmart.com/ip/NFL-Carolina-Panthers-46-x-60-Micro-Raschel-Throw/52378281,"NFL Carolina Panthers 46"" x 60"" Micro Raschel Throw",No rating available,16.07,16.07,https://i5.walmartimages.com/asr/8931bbf6-04ff-43cc-9384-1ff6923a5050_1.e42379eabab092912b61b0c2eed6d641.jpeg
https://www.walmart.com/ip/NFL-Carolina-Panthers-Youth-Hooded-Fleece-Top/54148713,NFL Carolina Panthers Youth Hooded Fleece Top,No rating available,29.88,29.88,https://i5.walmartimages.com/asr/ccd91f41-18a8-44ab-963a-1a6b7f95cbad_1.4b4e186efb932ed8846cd3bb63c810f1.jpeg
https://www.walmart.com/ip/NFL-Fan-FavoriteBasic-Cap-Carolina-Panthers/47826482,NFL Carolina Panthers Basic Cap / Hat by Fan Favorite,4.8 out of 5,9.47,9.47,https://i5.walmartimages.com/asr/6d593d04-aa72-45ec-8f5c-af8d5523a3b2_1.8f7627307a61cf520773a1dd439817e5.jpeg
https://www.walmart.com/ip/NFL-Carolina-Panthers-Toddler-Short-Sleeve-Fashion-Top/54147085,NFL Carolina Panthers Toddler Short Sleeve Fashion Top,No rating available,11.73,11.73,https://i5.walmartimages.com/asr/23d8bdeb-687a-46fc-b934-e22ead4f3e71_1.ca8510ddf0778a6f3ca05a8b302dbffa.jpeg
https://www.walmart.com/ip/Carolina-Panthers-Souvenir-Cup/46905278,Carolina Panthers Souvenir Cup,3.3 out of 5,4.0,4.0,https://i5.walmartimages.com/asr/5b3f145d-ee8a-4764-a7f7-a378e3dc2186_1.574cf9f681f859f2e5a7121064af4ce5.jpeg
https://www.walmart.com/ip/NFL-Dallas-Cowboys-Men-s-Emitter-Long-Sleeve-Tee/52490735,NFL Dallas Cowboys Men's Emitter Long Sleeve Tee,No rating available,19.96,19.96,https://i5.walmartimages.com/asr/bba4ca3e-f60f-4600-8237-d3e07eb0d903_1.2559cc8dd2095ddec30c840f000605e0.jpeg
https://www.walmart.com/ip/NFL-Dallas-Cowboys-Sheild-Performance-Flex-Fit-Cap/52490101,NFL Dallas Cowboys Sheild Performance Flex Fit Cap,No rating available,14.97,14.97,https://i5.walmartimages.com/asr/d47264b7-338c-4272-9f89-9d84c4e39051_1.56e08aff123e6eec5383002e923fc077.jpeg
https://www.walmart.com/ip/NFL-Dallas-Cowboys-Aviator-Sunglasses/45698283,NFL Dallas Cowboys Aviator Sunglasses,4.5 out of 5,8.75,8.75,https://i5.walmartimages.com/asr/30acc149-e0e9-4ebe-8028-389c7372647f_1.f9e008feba8b7569fb4a1ba02d8a996a.jpeg
https://www.walmart.com/ip/Dallas-Cowboys-Decorative-Bath-Collection-Bath-Towel/37184442,NFL Dallas Cowboys Decorative Bath Collection Bath Towel,3.9 out of 5,15.38,15.38,https://i5.walmartimages.com/asr/35d6c581-4eb1-449b-8959-c6d43aea1310_2.18204c24a5fc4d5ef4fe08549b335cbb.jpeg
https://www.walmart.com/ip/NFL-Dallas-Cowboys-Stainless-Steel-Tumbler/45698626,NFL Dallas Cowboys Stainless Steel Tumbler,3.3 out of 5,21.2,21.2,https://i5.walmartimages.com/asr/d3efa8ec-92f1-4736-ad09-c471f79cd969_1.30434529664ff8e555d3c01745ef7710.jpeg
https://www.walmart.com/ip/NFL-Denver-Broncos-Youth-Long-Sleeve-Cotton-Tee/54147926,NFL Denver Broncos Youth Long Sleeve Cotton Tee,No rating available,17.67,17.67,https://i5.walmartimages.com/asr/f028de1f-de31-4b12-ba12-0f93e8913408_1.7a87e6e19c40bd836e90a9b7e7c7d739.jpeg
https://www.walmart.com/ip/NFL-Denver-Broncos-Drawback-55-x-70-Silk-Touch-Throw/50987358,"NFL Denver Broncos ""Drawback"" 55"" x 70"" Silk Touch Throw",5 out of 5,19.94,19.94,https://i5.walmartimages.com/asr/4ccc1b3f-d0c9-4ae2-9fa4-83ce0c6bda38_1.db1c487120aa2eb84f89bc56eed36e9f.jpeg
https://www.walmart.com/ip/NFL-Denver-Broncos-Youth-Hooded-Fleece-Top/54164959,NFL Denver Broncos Youth Hooded Fleece Top,No rating available,29.88,29.88,https://i5.walmartimages.com/asr/8bf66b90-fe98-4dd1-9bca-539e32b10a48_1.0257a89946ccb263d587e247f80bdf16.jpeg
https://www.walmart.com/ip/NFL-Denver-Broncos-Mass-Blackball-Cap-Fan-Favorite/54389268,NFL Denver Broncos Blackball Cap / Hat by Fan Favorite,No rating available,14.97,14.97,https://i5.walmartimages.com/asr/4f6d1e61-92c3-4547-aace-5f00c6499c8e_1.825946f7faa4e5176ed698f0f61a5759.jpeg
https://www.walmart.com/ip/Denver-Broncos-Majestic-NFL-Critical-Victory-2-Men-s-Long-Sleeve-Navy-T-Shirt/108288858,Denver Broncos Majestic NFL Critical Victory 2 Men's Long Sleeve Navy T,No rating available,24.95,24.95,https://i5.walmartimages.com/asr/152db63c-94bb-4955-bc89-4dff51f7d78b_1.fb7ce38a7896085a1cd08d4aaea5cdc5.jpeg
https://www.walmart.com/ip/C-I-Collectables-NFL-12x15-Tom-Brady-New-England-Patriots-Super-Bowl-XLIX-MVP-Plaque/53993872,C&I Collectables NFL 12x15 Tom Brady New England Patriots Super Bowl XLIX MVP Plaque,No rating available,25.0,25.0,https://i5.walmartimages.com/asr/155aa6df-e2b8-40f1-bdeb-99629fbb2e0b_1.38621b632102d8de286e46db4ddf720c.jpeg
https://www.walmart.com/ip/NFL-48-x-60-Players-Series-Tapestry-Throw-Tom-Brady/32106232,"NFL 48"" x 60"" Players Series Tapestry Throw, Tom Brady",4 out of 5,23.0,23.0,https://i5.walmartimages.com/asr/3a6583af-3ea7-4b3b-91c0-88e6e1fb127b_1.68df6f10e7e6cc5bd94d3e728f0156fd.jpeg
https://www.walmart.com/ip/NFL-Tom-Brady-Photo-Plaque-9x12/29372799,"NFL Tom Brady Photo Plaque, 9x12",No rating available,14.96,14.96,https://i5.walmartimages.com/asr/cc11324a-be6c-4133-bf8c-7645eba94aec_1.40e9ad377f211c5ed18194fdd9d42af0.jpeg
https://www.walmart.com/ip/NFL-New-England-Patriots-Tom-Brady-SB-Champs-10-Plush-Figure/48633266,"NFL New England Patriots Tom Brady SB Champs 10"" Plush Figure",No rating available,21.8,21.8,https://i5.walmartimages.com/asr/68b75335-5ea7-4d9c-a206-ab94a2c5299b_1.a60543205d15bd3d858e34596591a524.jpeg
https://www.walmart.com/ip/NFLPA-All-American-Tom-Brady-12-Backpack/54371054,NFLPA All American Tom Brady #12 Backpack,No rating available,14.97,14.97,https://i5.walmartimages.com/asr/682453f9-1dfd-4518-9445-9f07bc160a03_1.ac02e6ba01e6753f405cc91395cc28f4.jpeg
https://www.walmart.com/ip/NFLPA-Photo-Play-Cam-Newton-1-Backpack/54371051,NFLPA Photo Play Cam Newton #1 Backpack,No rating available,14.97,14.97,https://i5.walmartimages.com/asr/d8a692fb-734c-43f2-9a75-985e47c874b5_1.df7d92ad8e6aeceb3b5c5202ae77585b.jpeg
https://www.walmart.com/ip/Cam-Newton-Carolina-Panthers-Majestic-NFL-Hashmark-Jersey-Shirt/188603121,"Cam Newton Carolina Panthers Majestic NFL ""Hashmark"" Jersey Shirt",No rating available,54.95,54.95,https://i5.walmartimages.com/asr/0b829da2-f65f-4df3-9177-d6b98b31d7ff_1.1d1aa706efaba6c836595091d9890ed1.jpeg
https://www.walmart.com/ip/NFLPA-Cam-Newton-1-Sling-Bag/54371057,NFLPA Cam Newton #1 Sling Bag,No rating available,11.97,11.97,https://i5.walmartimages.com/asr/a7f30569-9dde-4551-8ed0-037feff474b7_1.d6732b46575f27f496c1e76a68bc31c7.jpeg
